datetime,name,lat,lon,WV,WD,TEMP,HUMI,PRES,PM01,PM25,PM10
20250301T0000+0400,Fidas Station (ACCESS),24.5254,54.4319,7.1633233333333335,268.2987166666666,18.693296033333333,61.199500566666664,1016.1259112666667,4.834486083333333,11.209410633333333,33.13279871666666
20250301T0100+0400,Fidas Station (ACCESS),24.5254,54.4319,7.714696666666667,270.65337,18.365404533333333,63.3040545,1015.6254617,5.76520935,11.827596816666667,30.816450850000003
20250301T0200+0400,Fidas Station (ACCESS),24.5254,54.4319,7.08338,273.0995766666667,18.538321566666664,63.08596643333333,1015.2147337666667,6.062557533333333,10.717796366666667,23.42540466666667
20250301T0300+0400,Fidas Station (ACCESS),24.5254,54.4319,6.1531633333333335,271.28689,18.645853433333333,60.737179366666666,1014.9267374666667,5.16199955,9.541369666666666,21.861724716666668
20250301T0400+0400,Fidas Station (ACCESS),24.5254,54.4319,4.0184033333333335,269.53262,18.628812966666665,65.11549913333333,1014.7948649333334,5.793758366666666,10.561380183333334,22.862103633333334
20250301T0500+0400,Fidas Station (ACCESS),24.5254,54.4319,2.8087933333333335,122.84101724137932,18.67582163333333,66.89390039999999,1015.0151122666666,6.529570516666666,11.575061233333335,25.872825783333333
20250301T0600+0400,Fidas Station (ACCESS),24.5254,54.4319,3.2374966666666665,33.69192666666667,18.673981766666667,67.99417516666666,1015.5416626,6.769050216666667,11.963488033333334,27.2037694
20250301T0700+0400,Fidas Station (ACCESS),24.5254,54.4319,3.93626,16.79991,18.746572099999998,69.37905733333334,1016.1666707333334,6.9845655,11.949347783333334,27.04847315
20250301T0800+0400,Fidas Station (ACCESS),24.5254,54.4319,3.68818,101.55072,19.6336697,67.80837946666666,1016.9610819333334,6.680103416666666,11.821566266666668,27.884778633333333
20250301T0900+0400,Fidas Station (ACCESS),24.5254,54.4319,4.147121666666667,266.68543,20.519941616666664,64.45860361666666,1017.5389282666667,6.719171766666666,11.759547916666666,25.40128693333333
20250301T1000+0400,Fidas Station (ACCESS),24.5254,54.4319,5.543065,295.71664,21.04431075,62.85504425,1017.8548584666667,7.804140366666667,13.1502406,29.88430725
20250301T1100+0400,Fidas Station (ACCESS),24.5254,54.4319,6.455563333333333,295.18035,21.130342849999998,62.90450413333333,1017.5592986666667,8.456266233333332,13.7477647,31.30890215
20250301T1200+0400,Fidas Station (ACCESS),24.5254,54.4319,6.431794999999999,238.61126166666665,21.152696433333336,62.861775816666665,1016.5721150333334,9.492913133333333,14.149579816666666,26.438718549999997
20250301T1300+0400,Fidas Station (ACCESS),24.5254,54.4319,6.26813,268.2500116666667,21.3373905,62.32540653333333,1015.4599334833333,10.00188675,14.52297755,27.32445965
20250301T1400+0400,Fidas Station (ACCESS),24.5254,54.4319,5.9495933333333335,297.206975,21.460742316666664,60.938262949999995,1014.6762867666667,9.997693566666667,14.104797783333334,24.458136683333336
20250301T1500+0400,Fidas Station (ACCESS),24.5254,54.4319,5.478018333333334,252.168665,21.299615766666665,62.06647138333334,1014.0556286,9.9478891,13.896784416666666,23.710305283333334
20250301T1600+0400,Fidas Station (ACCESS),24.5254,54.4319,5.112226666666667,194.75074333333333,20.998369116666666,62.9082721,1013.86149185,10.554270833333334,14.492591133333333,25.3313043
20250301T1700+0400,Fidas Station (ACCESS),24.5254,54.4319,5.2107149999999995,159.08958666666666,20.59538278333333,64.34263663333333,1013.9228496,9.363430450000001,13.72101375,27.258081483333335
20250301T1800+0400,Fidas Station (ACCESS),24.5254,54.4319,3.6815933333333333,130.75277,20.160644766666667,66.2984236,1014.1046154166667,9.214539366666665,12.959982783333334,22.784165616666666
20250301T1900+0400,Fidas Station (ACCESS),24.5254,54.4319,3.4212849999999997,68.772375,19.881905733333333,67.31250653333333,1014.1590984666667,9.986509283333334,13.672116033333333,24.264006316666666
20250301T2000+0400,Fidas Station (ACCESS),24.5254,54.4319,2.5542583333333337,91.65814333333333,19.66704095,68.4370389,1014.5407511,11.430156566666666,15.148617400000001,29.06400473333333
20250301T2100+0400,Fidas Station (ACCESS),24.5254,54.4319,1.1471850000000001,117.90845166666666,19.785475016666666,67.56565411666666,1014.7035369833334,11.123967416666666,14.814063683333334,27.841345966666665
20250301T2200+0400,Fidas Station (ACCESS),24.5254,54.4319,1.5600266666666667,152.97121833333333,19.7240911,67.20627021666667,1014.5270223333333,11.640281716666667,16.52699975,39.881595866666665
20250301T2300+0400,Fidas Station (ACCESS),24.5254,54.4319,1.401525,30.97115833333333,19.697446216666666,66.57780676666667,1014.2996672833334,10.6079068,14.279219399999999,29.395571533333335
20250302T0000+0400,Fidas Station (ACCESS),24.5254,54.4319,0.7444399999999999,22.18523,19.736476449999998,66.48408571666667,1013.9974742166667,10.781094516666666,14.451190083333334,28.344888383333334
20250302T0100+0400,Fidas Station (ACCESS),24.5254,54.4319,1.5879116666666666,20.168934999999998,19.393279133333333,69.26575931666666,1013.5338887166668,10.484598366666667,14.078736216666666,27.792262766666667
20250302T0200+0400,Fidas Station (ACCESS),24.5254,54.4319,1.549035,24.708336666666664,19.386990366666666,71.15833001666667,1013.2770121,10.54098145,13.84128045,26.319935533333332
20250302T0300+0400,Fidas Station (ACCESS),24.5254,54.4319,3.1709483333333335,253.68711333333334,19.497068483333333,71.02195601666668,1013.44505,10.939531866666666,13.792648100000001,25.433149066666665
20250302T0400+0400,Fidas Station (ACCESS),24.5254,54.4319,3.2555,249.91691333333333,19.559445866666668,71.09008094999999,1013.3610311166667,11.498745966666666,15.319511266666666,30.100211899999998
20250302T0500+0400,Fidas Station (ACCESS),24.5254,54.4319,2.2190950000000003,86.99560833333334,19.745000133333335,69.31206195,1013.7035288166667,10.888237,14.19723205,28.045515716666667
20250302T0600+0400,Fidas Station (ACCESS),24.5254,54.4319,2.4846083333333335,58.17092,19.588252666666666,68.25293196666667,1014.6034790166667,9.993643816666667,13.293980433333333,28.6383047
20250302T0700+0400,Fidas Station (ACCESS),24.5254,54.4319,2.99534,245.50916166666667,19.82586245,64.31542518333333,1015.59203695,8.669928833333334,12.8801942,35.69816071666666
20250302T0800+0400,Fidas Station (ACCESS),24.5254,54.4319,4.622395,234.656045,20.35279925,64.52605123333333,1016.2463317666667,7.504798733333333,12.035378666666666,33.50327755
20250302T0900+0400,Fidas Station (ACCESS),24.5254,54.4319,6.335086666666667,154.71735833333332,21.054244266666668,63.59857623333333,1016.9510060833333,8.230030116666667,13.782324283333333,38.04144168333333
20250302T1000+0400,Fidas Station (ACCESS),24.5254,54.4319,5.661888333333334,194.10844821428572,21.691227599999998,62.96102635,1017.3630991499999,9.124676416666667,16.14119558333333,45.23519653333334
20250302T1100+0400,Fidas Station (ACCESS),24.5254,54.4319,6.320955,152.56124827586208,22.008696033333333,60.882987299999996,1017.2566395166667,9.4729086,18.105528216666666,55.99952926666666
20250302T1200+0400,Fidas Station (ACCESS),24.5254,54.4319,7.044855,91.22428333333333,22.174397666666668,56.07394393333333,1016.4912985166667,7.058070266666666,13.009953016666666,35.538875133333335
20250302T1300+0400,Fidas Station (ACCESS),24.5254,54.4319,7.582903333333333,231.937015,22.40824065,54.01291571666666,1015.6760518333334,6.2115138000000005,12.449700516666667,37.300125066666666
20250302T1400+0400,Fidas Station (ACCESS),24.5254,54.4319,7.309613333333333,212.58287,22.60177686666667,51.114329233333336,1015.1904805666667,6.913074783333333,12.616075566666666,33.99440763333333
20250302T1500+0400,Fidas Station (ACCESS),24.5254,54.4319,7.59766,234.89389,22.107816533333335,54.05391503333333,1014.8910339666667,7.766063533333334,13.291577749999998,29.327382399999998
20250302T1600+0400,Fidas Station (ACCESS),24.5254,54.4319,6.855216666666666,93.50607,22.016072633333334,56.4479739,1014.9963359,8.799841866666666,16.591404133333334,38.90466188333333
20250302T1700+0400,Fidas Station (ACCESS),24.5254,54.4319,6.027196666666667,165.38317999999998,21.549890666666666,57.17438703333333,1015.385079,9.165244633333334,18.073987916666667,45.16633473333333
20250302T1800+0400,Fidas Station (ACCESS),24.5254,54.4319,5.052616666666666,107.12444,21.05070476666667,53.708988633333334,1015.7944113666667,7.086466683333333,14.306139216666667,35.43683636666666
20250302T1900+0400,Fidas Station (ACCESS),24.5254,54.4319,4.865523333333333,163.53661333333332,20.959282733333335,49.09001103333333,1016.193221,5.31140585,12.2331898,38.88055026666667
20250302T2000+0400,Fidas Station (ACCESS),24.5254,54.4319,6.35274,267.5884766666667,20.78849896666667,45.49619106666667,1016.8319581,7.10844275,15.227646333333333,44.62347116666667
20250302T2100+0400,Fidas Station (ACCESS),24.5254,54.4319,8.089286666666666,270.0568366666667,20.42833776666667,47.07521843333333,1017.2623554666667,8.749864483333333,19.471067933333334,58.65548555
20250302T2200+0400,Fidas Station (ACCESS),24.5254,54.4319,8.064836666666666,270.64621666666665,20.427183633333335,44.96122033333334,1017.1758157,8.871595466666667,21.912327583333333,70.93351535000001
20250302T2300+0400,Fidas Station (ACCESS),24.5254,54.4319,8.260033333333332,252.32512,20.252063033333332,44.42166516666667,1017.1945902,6.575216533333333,20.71927585,96.09298268333333
20250303T0000+0400,Fidas Station (ACCESS),24.5254,54.4319,6.269786666666667,245.97872666666666,19.821361200000002,42.7666995,1017.1478964333332,6.535391216666667,14.26666165,47.7619305
20250303T0100+0400,Fidas Station (ACCESS),24.5254,54.4319,7.469773333333333,269.30009,19.359621133333334,46.084446299999996,1016.8919392,8.08648515,18.454238816666667,67.36638081666666
20250303T0200+0400,Fidas Station (ACCESS),24.5254,54.4319,6.4653833333333335,267.84885,19.13251796666667,47.245408399999995,1016.6108133333333,8.339141433333333,16.87308895,52.4170278
20250303T0300+0400,Fidas Station (ACCESS),24.5254,54.4319,6.815796666666667,271.1241066666667,18.946442466666667,48.3283796,1016.3960612,8.329006033333334,16.228725866666668,48.50480843333333
20250303T0400+0400,Fidas Station (ACCESS),24.5254,54.4319,6.9544033333333335,103.15320666666666,18.73405766666667,50.35178206666667,1016.6121806333334,11.058463133333333,19.8157597,54.45840625
20250303T0500+0400,Fidas Station (ACCESS),24.5254,54.4319,5.421433333333334,148.78649333333334,18.7175837,49.9742256,1017.3768330666667,11.220822933333332,21.1831848,61.31923213333334
20250303T0600+0400,Fidas Station (ACCESS),24.5254,54.4319,4.98791,116.90414666666668,18.730930866666665,50.84914323333333,1018.2454204000001,11.213202333333333,22.928749349999997,70.98958811666667
20250303T0700+0400,Fidas Station (ACCESS),24.5254,54.4319,5.701513333333334,127.40159333333332,18.875880733333336,51.60819836666667,1019.1126404,11.4490529,24.55668658333333,83.54490258333334
20250303T0800+0400,Fidas Station (ACCESS),24.5254,54.4319,5.543543333333333,192.19517931034483,19.786846333333333,50.070576466666665,1019.7312337333333,11.240416699999999,24.953714533333333,86.10825723333333
20250303T0900+0400,Fidas Station (ACCESS),24.5254,54.4319,5.82843,119.95714333333333,20.859592366666668,47.97663536666666,1020.3576009333334,10.538595416666668,23.26583165,76.51689638333333
20250303T1000+0400,Fidas Station (ACCESS),24.5254,54.4319,6.595056666666666,133.81886,21.308223233333333,47.4433317,1020.453304,10.42027395,25.35252331666667,95.51864923333333
20250303T1100+0400,Fidas Station (ACCESS),24.5254,54.4319,6.2065866666666665,224.01414000000003,21.63998336666667,47.092191766666666,1020.1694131,10.363689849999998,23.560765183333334,84.18853793333332
20250303T1200+0400,Fidas Station (ACCESS),24.5254,54.4319,7.63928,87.69248999999999,21.904630166666667,47.13251026666667,1019.2875468333333,9.851424,18.978483083333334,52.26466276666667
20250303T1300+0400,Fidas Station (ACCESS),24.5254,54.4319,8.446769999999999,60.63498500000001,21.96208281666667,47.01590156666667,1018.3972077833333,10.0073255,18.055429483333334,46.4729153
20250303T1400+0400,Fidas Station (ACCESS),24.5254,54.4319,7.811405,14.691245,22.276099316666667,47.654612283333336,1017.3839284833334,10.430388983333334,17.647926849999998,42.29290973333333
20250303T1500+0400,Fidas Station (ACCESS),24.5254,54.4319,7.06978,116.58135999999999,22.102898516666666,49.27178771666667,1016.8832478166667,10.659495116666667,17.303768666666667,38.922100050000005
20250303T1600+0400,Fidas Station (ACCESS),24.5254,54.4319,6.70756,14.12666,21.8632669,50.13556916666666,1016.8841653666666,11.04369445,17.559922566666668,39.379712383333334
20250303T1700+0400,Fidas Station (ACCESS),24.5254,54.4319,7.71552,26.971086666666668,21.488639533333334,49.805155,1016.6680419999999,11.740041866666667,17.680260566666668,38.72085645
20250303T1800+0400,Fidas Station (ACCESS),24.5254,54.4319,6.586743333333333,40.70315333333333,20.79567295,50.982114216666666,1016.5276947,13.684307766666667,19.542250616666667,40.912194
20250303T1900+0400,Fidas Station (ACCESS),24.5254,54.4319,3.5768566666666666,41.134,20.15887831666667,53.8787301,1016.4569704166666,16.171894166666664,22.478991566666664,47.322186200000004
20250303T2000+0400,Fidas Station (ACCESS),24.5254,54.4319,2.5016483333333333,29.257156666666667,19.5766649,54.33918736666667,1016.8106607666667,15.695835266666668,21.513176416666667,45.93934636666667
20250303T2100+0400,Fidas Station (ACCESS),24.5254,54.4319,2.793811666666667,52.29591333333334,19.557410133333335,51.29014663333333,1017.2614438833333,12.575680383333333,18.203488816666667,43.105926233333335
20250303T2200+0400,Fidas Station (ACCESS),24.5254,54.4319,3.61648,52.837333333333326,19.451973433333333,53.22820053333333,1017.1378254333333,11.618709133333335,18.073902866666668,49.500290533333335
20250303T2300+0400,Fidas Station (ACCESS),24.5254,54.4319,5.484753333333333,56.09723666666667,19.3872386,53.6514739,1017.1263813666667,10.449250533333332,16.3907346,44.46667273333333
20250304T0000+0400,Fidas Station (ACCESS),24.5254,54.4319,7.691059999999999,61.75006666666666,19.3069149,56.59866275,1016.5432658999999,10.237457066666668,15.423112383333335,36.823310666666664
20250304T0100+0400,Fidas Station (ACCESS),24.5254,54.4319,5.887925,73.96021999999999,19.092865200000002,60.1796273,1015.8777486333333,10.234847766666666,15.901412466666667,38.91849216666667
